CENTRO;Nombre;Apellido1;Apellido2;DNI/NIF;DETALLE_MATERIAS
I.E.S. JARDINES DE PUERTA OSCURA;India;Seballos;Meneses;75083527T;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Fundamentos del Arte II, Historia de la Filosofía
I.E.S. JARDINES DE PUERTA OSCURA;Olivia;Fábregas;Vivas;41002514C;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. JARIFA;Alvaro;Ayala;Ahumada;Q7769055N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. JARIFA;Leire;Chávez;Valenzuela;81193525N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. JARIFA;Andres;Vásquez;Lizano;57419947O;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. JARIFA;Unai;Agustín;Noriega;23977704D;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. JARIFA;Victoria;Paladino;Rosas;H6937871C;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Matemáticas II
I.E.S. JORGE GUILLÉN;Olivia;Urrutia;Vanegas;39959571M;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Historia de la Filosofía
I.E.S. JORGE GUILLÉN;Abril;Valle;Pedroza;I7612512Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Latín II, Historia de la Filosofía
I.E.S. JORGE GUILLÉN;Carlos;Arjona;Cerda;95500735U;Biología, Matemáticas Aplicadas a las CCSS, Matemáticas II
I.E.S. JORGE GUILLÉN;Pablo;Barriga;Milanés;47893606U;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Latín II
I.E.S. JORGE GUILLÉN;Elsa;Arriaga;Treminio;13077685P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. JOSÉ NAVARRO Y ALBA;Arnau;Pastor;Cevedo;44731633E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Matemáticas Aplicadas a las CCSS
I.E.S. JOSÉ NAVARRO Y ALBA;Neizan;Quintanilla;Ferreira;33753016H;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Latín II, Griego II
I.E.S. JOSÉ NAVARRO Y ALBA;Mateo;Martínez;Troncoso;P1445364N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. JOSÉ NAVARRO Y ALBA;Francisco;Gayoso;Troncoso;V8285130B;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. JOSÉ NAVARRO Y ALBA;Izan;Ozuno;Saldaña;U9290484Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. JUAN DE LA CIERVA;Erik;Mena;Alanis;76409096N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. JUAN DE LA CIERVA;Elias;Gaytán;Quintana;S9923103G;Química
I.E.S. JUAN DE LA CIERVA;Carla;Merazo;Figueras;47234861O;Biología
I.E.S. JUAN DE LA CIERVA;Nerea;Cuesta;Cevallos;K5227991Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. JUAN DE LA CIERVA;Pablo;Martí;Carvajal;47698834B;Historia de la Filosofía
I.E.S. LA CALA DE MIJAS;David;Reyes;Medina;84499061X;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. LA CALA DE MIJAS;Alonso;Soza;Zetina;87984948X;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS
I.E.S. LA CALA DE MIJAS;Laia;Bastida;Salcedo;26538240O;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. LA CALA DE MIJAS;Aina;Uribe;Guzmán;45193427L;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. LA CALA DE MIJAS;Carolina;Sandoval;Pena;61597004M;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. LA ROSALEDA;Marco;Zuleta;Amador;77536444U;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. LA ROSALEDA;Nico;Granados;Quintanilla;85637644O;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. LA ROSALEDA;Violeta;Busto;Villareal;24245934O;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. LA ROSALEDA;Aurora;Figueras;Carvajal;29695316S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. LA ROSALEDA;Andres;Iglesias;Fraga;13542805R;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. LAS FLORES;Sergio;Juárez;Fraga;74135225J;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Fundamentos del Arte II, Cultura Audiovisual II, Diseño
I.E.S. LAS FLORES;Mohamed;Valencia;Alfaro;38965705G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Física, Química
I.E.S. LAS FLORES;Luca;Cabrera;Altamirano;65473564S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. LAS FLORES;Nahia;Zaldívar;Herrera;52830755N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Matemáticas Aplicadas a las CCSS, Geografía
I.E.S. LAS FLORES;Elena;Sol;Uribe;58367920R;Matemáticas II, Química
I.E.S. LAS LAGUNAS;Eva;Redondo;Plácido;I3703502A;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Biología, Matemáticas II, Química
I.E.S. LAS LAGUNAS;Cristina;Lucas;Lombardo;20965987Q;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía, Historia de la Filosofía
I.E.S. LAS LAGUNAS;Alex;Zabaleta;Valenzuela;46971975W;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS
I.E.S. LAS LAGUNAS;Violeta;Estrella;Lández;63833515Q;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Matemáticas II, Física, Química
I.E.S. LAS LAGUNAS;Nour;Quiroz;Jerano;76754544Z;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. LAS SALINAS;Nerea;Bolaños;Alfaro;68178611Q;Biología
I.E.S. LAS SALINAS;Jorge;Lacayo;Ordóñez;77440475T;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Historia de la Filosofía
I.E.S. LAS SALINAS;Zoe;Rivas;Escobedo;T3628116P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Latín II, Historia de la Filosofía
I.E.S. LAS SALINAS;Zoe;Linares;Fernández;D7845051U;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Biología, Química
I.E.S. LAS SALINAS;Aaron;Quesada;Céspedes;27276285X;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. LAS VIÑAS;Marc;Otero;Palacio;22260866S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. LAS VIÑAS;Camila;Magallón;Zamora;18921183N;Biología, Química
I.E.S. LAS VIÑAS;Sergio;Rubín;Alcocer;23095318Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. LAS VIÑAS;Antonio;Martínez;Ordóñez;63212560M;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. LAS VIÑAS;Jan;Ahumada;Olivera;99506998G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. LITORAL;Thiago;Ochoa;Treminio;L3393651I;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. LITORAL;Lucia;Argüelles;Bautista;90237502N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. LITORAL;Ana;Iglesias;Chavira;78889900K;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Biología, Matemáticas II, Química
I.E.S. LITORAL;Luis;Pardo;Sol;84307774Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. LITORAL;Joel;Pastor;Vanegas;85661618D;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. LOS BOLICHES;Blanca;Montero;Bello;Q5169862F;Geografía, Matemáticas Aplicadas a las CCSS
I.E.S. LOS BOLICHES;Angela;Galván;Saldivar;Y8632578T;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. LOS BOLICHES;Gabriel;Mejía;Pineda;56557927F;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. LOS BOLICHES;Miguel;Sáenz;Doblado;N1296686O;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. LOS BOLICHES;Elia;Vívez;Saldivar;81730841F;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. LOS COLEGIALES;Saul;Zelaya;Gillén;39370628Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. LOS COLEGIALES;Clara;Lombardo;Domínguez;66480073C;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. LOS COLEGIALES;Rayan;Palazuelos;Argüelles;45758578W;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía
I.E.S. LOS COLEGIALES;Celia;Montalbán;Palacio;49044700A;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. LOS COLEGIALES;Carmen;Calles;Domínguez;63889429A;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. LOS MANANTIALES;Gael;Villeda;Saucedo;R4367003M;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Fundamentos del Arte II, Artes Escénicas
I.E.S. LOS MANANTIALES;Ona;Páramo;Padilla;28571209Q;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. LOS MANANTIALES;Saul;Mena;Usaga;74309827R;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. LOS MANANTIALES;Manuela;Valenzuela;Valenzuela;62914897N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. LOS MANANTIALES;Carolina;Escovar;Campos;78715816D;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía, Historia del Arte
I.E.S. LOS MONTECILLOS;Camila;Peña;Cornejo;10870750P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Física
I.E.S. LOS MONTECILLOS;Victor;De Alba;Bernal;N9308090H;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. LOS MONTECILLOS;Dario;Páez;Calles;95429271G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. LOS MONTECILLOS;Carlos;Loredo;Castañeda;59593520X;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. LOS MONTECILLOS;Victor;Matías;Montecinos;40041155L;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Historia de la Filosofía, Historia del Arte
I.E.S. LUIS BARAHONA DE SOTO;Enzo;Ruiz;Cadenas;23018091I;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía, Matemáticas II
I.E.S. LUIS BARAHONA DE SOTO;Mia;Saldivar;Hidalgo;Q7292481Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. LUIS BARAHONA DE SOTO;Pol;Tejada;Minas;42846130M;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Dibujo Técnico II, Física, Matemáticas II
I.E.S. LUIS BARAHONA DE SOTO;Lucia;Manzano;Magallón;78227039F;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Geografía
I.E.S. LUIS BARAHONA DE SOTO;Javier;Mijares;Rivera;26348132B;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. MAR DE ALBORÁN;Mara;Ureña;Rovira;37288251A;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. MAR DE ALBORÁN;Pablo;Álvarez;Somoza;84840830Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Química
I.E.S. MAR DE ALBORÁN;Aitor;Falcón;Tedesco;17804772W;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. MAR DE ALBORÁN;Amira;Romero;Camacho;X6617136T;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Química
I.E.S. MAR DE ALBORÁN;Alba;Galeno;Quintana;35600545N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Biología, Química
I.E.S. MARE NOSTRUM;Ines;Gallegos;Zamora;E9554078G;Biología, Química
I.E.S. MARE NOSTRUM;Adam;Castellanos;Escobedo;78065379C;Historia de la Filosofía, Matemáticas Aplicadas a las CCSS
I.E.S. MARE NOSTRUM;Diana;Becerra;Alayón;20402320O;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. MARE NOSTRUM;Aaron;Ferreira;Salas;18651960K;Biología
I.E.S. MARE NOSTRUM;Izan;Rangel;Zambrano;28594954D;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Historia de la Filosofía
I.E.S. MARGARITA SALAS.;Sara;Tejada;Acuña;91467198T;Economía de la Empresa
I.E.S. MARGARITA SALAS.;Macarena;Soto;Murillo;31657268B;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. MARGARITA SALAS.;Rayan;Hernández;Domínguez;72679997F;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía, Historia de la Filosofía
I.E.S. MARGARITA SALAS.;Amira;Corro;Calles;44487911X;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Matemáticas II, Física, Química
I.E.S. MARGARITA SALAS.;Valentina;Sedano;Zacarías;D8825871V;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Latín II, Economía de la Empresa, Historia de la Filosofía, Historia del Arte
I.E.S. MARÍA ZAMBRANO;Biel;Castellanos;Báez;56856233B;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Física
I.E.S. MARÍA ZAMBRANO;Julieta;Ocampo;Salinas;R8902004O;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía
I.E.S. MARÍA ZAMBRANO;Nahia;Galeno;Góngora;68930950Z;Economía de la Empresa
I.E.S. MARÍA ZAMBRANO;Ivan;Olmedo;Carvallo;89602691U;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II
I.E.S. MARÍA ZAMBRANO;Miguel;Céspedes;García;12487865O;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. MARTÍN ALDEHUELA;Amir;Olivares;Olmeda;94832984Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. MARTÍN ALDEHUELA;Kai;Granados;Chavira;86839942W;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Fundamentos del Arte II, Historia de la Filosofía
I.E.S. MARTÍN ALDEHUELA;Aitor;Villareal;Cisneros;81553357U;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. MARTÍN ALDEHUELA;Andres;Gómez;Doblado;C9917522H;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. MARTÍN ALDEHUELA;Daniel;Cabeza;Alzate;23621237A;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Geografía, Historia del Arte
I.E.S. MARTÍN RIVERO;Nour;Caballero;Becerra;15580672P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia del Arte
I.E.S. MARTÍN RIVERO;Gonzalo;Caldera;Elizondo;96240910R;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. MARTÍN RIVERO;Lucia;Hidalgo;Vallejo;13325240S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Química
I.E.S. MARTÍN RIVERO;Dario;Zamora;Sagel;12356239E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía, Historia de la Filosofía
I.E.S. MARTÍN RIVERO;Iker;Velarde;Palomar;57040665G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Matemáticas Aplicadas a las CCSS
I.E.S. MAYORAZGO;Jana;Llano;Villeda;29468123U;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Griego II
I.E.S. MAYORAZGO;Victoria;Rojas;Pacheco;79092135E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Fundamentos del Arte II, Artes Escénicas
I.E.S. MAYORAZGO;Helena;Alcázar;Mendoza;L1588525L;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. MAYORAZGO;Gonzalo;Beltrán;Bautista;58135010N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. MAYORAZGO;Noah;Collado;Escalante;43169501M;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. MEDITERRÁNEO;Carmen;Moscoa;Calles;25235682Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. MEDITERRÁNEO;Amira;Barriga;Nieto;64667305O;Biología, Química
I.E.S. MEDITERRÁNEO;Jimena;Cadenas;Villas;18472537K;Biología
I.E.S. MEDITERRÁNEO;Triana;Borges;Echeverría;21265020R;Economía de la Empresa
I.E.S. MEDITERRÁNEO;Cloe;Zambrano;Urieta;15524621H;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II
I.E.S. MIGUEL ROMERO ESTEO;Dario;Vales;Esquivel;49736609M;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. MIGUEL ROMERO ESTEO;Adrian;Santos;Sagel;A1083821P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Latín II, Griego II
I.E.S. MIGUEL ROMERO ESTEO;Luka;Robles;Sorio;33514250G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Física
I.E.S. MIGUEL ROMERO ESTEO;Jaime;Noble;Núñez;28057353T;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. MIGUEL ROMERO ESTEO;Laura;Gutiérrez;Luna;98015402S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. MIRAFLORES DE LOS ÁNGELES;Fabio;Rangel;Ponce;H1943798X;Economía de la Empresa, Matemáticas Aplicadas a las CCSS
I.E.S. MIRAFLORES DE LOS ÁNGELES;Hugo;Quijano;Escobedo;W9078975B;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. MIRAFLORES DE LOS ÁNGELES;Fernando;Maurer;Treminio;30640972D;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía, Historia de la Filosofía
I.E.S. MIRAFLORES DE LOS ÁNGELES;Javier;Granados;Escamilla;82321607I;Matemáticas Aplicadas a las CCSS
I.E.S. MIRAFLORES DE LOS ÁNGELES;Lara;Loredo;Saldaña;62381299B;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. MIRAYA DEL MAR;Isabel;Noguera;Patiño;96349626B;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. MIRAYA DEL MAR;Claudia;Valle;García;13009665F;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. MIRAYA DEL MAR;Jon;Minas;Urrutia;52348588L;Economía de la Empresa, Matemáticas Aplicadas a las CCSS
I.E.S. MIRAYA DEL MAR;Francisco;Zuleta;Camarillo;U1643150E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. MIRAYA DEL MAR;Pol;Ordóñez;Calleja;H9992934Z;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Inglés (Fase de Admisión), Latín II, Griego II
I.E.S. MONTERROSO;Jorge;Cadenas;Montero;75272749W;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. MONTERROSO;Youssef;Olivar;Llano;10229685H;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. MONTERROSO;Claudia;Cuevas;Somoza;99317946L;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. MONTERROSO;Julieta;Santiago;Leandro;37495479W;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. MONTERROSO;Noah;Quiroz;Bustamante;51113514C;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. NUESTRA SEÑORA DE LA VICTORIA;Santiago;Galán;Ortega;87508064N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. NUESTRA SEÑORA DE LA VICTORIA;Gael;Esquivel;Vívez;86875627R;Matemáticas Aplicadas a las CCSS, Matemáticas II
I.E.S. NUESTRA SEÑORA DE LA VICTORIA;Ivan;Cardoso;Villareal;70514874X;Biología
I.E.S. NUESTRA SEÑORA DE LA VICTORIA;Iris;Montero;Verti;87395904Q;Geografía
I.E.S. NUESTRA SEÑORA DE LA VICTORIA;Max;Quesada;Infante;93744668D;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. NÚM. 1. UNIVERSIDAD LABORAL;Camila;Garrido;Somoza;17151442M;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. NÚM. 1. UNIVERSIDAD LABORAL;Pedro;Rivas;Perdomo;91687449Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II
I.E.S. NÚM. 1. UNIVERSIDAD LABORAL;Claudia;Argüelles;Baca;78662843O;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. NÚM. 1. UNIVERSIDAD LABORAL;Fabio;Góngora;Velarde;34024943L;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. NÚM. 1. UNIVERSIDAD LABORAL;Ruben;Argüelles;Treminio;26681293X;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
